レコード種別,親項目名,親項目インデックス,子項目名,子項目インデックス,位置,長さ
CK,調教師本年累計成績情報,1,福島芝着回数,1,4510,4
CK,調教師本年累計成績情報,1,福島芝着回数,2,4514,4
CK,調教師本年累計成績情報,1,福島芝着回数,3,4518,4
CK,調教師本年累計成績情報,1,福島芝着回数,4,4522,4
CK,調教師本年累計成績情報,1,福島芝着回数,5,4526,4
CK,調教師本年累計成績情報,1,福島芝着回数,6,4530,4
CK,調教師本年累計成績情報,1,新潟芝着回数,1,4534,4
CK,調教師本年累計成績情報,1,新潟芝着回数,2,4538,4
CK,調教師本年累計成績情報,1,新潟芝着回数,3,4542,4
CK,調教師本年累計成績情報,1,新潟芝着回数,4,4546,4
CK,調教師本年累計成績情報,1,新潟芝着回数,5,4550,4
CK,調教師本年累計成績情報,1,新潟芝着回数,6,4554,4
CK,調教師本年累計成績情報,1,東京芝着回数,1,4558,4
CK,調教師本年累計成績情報,1,東京芝着回数,2,4562,4
CK,調教師本年累計成績情報,1,東京芝着回数,3,4566,4
CK,調教師本年累計成績情報,1,東京芝着回数,4,4570,4
CK,調教師本年累計成績情報,1,東京芝着回数,5,4574,4
CK,調教師本年累計成績情報,1,東京芝着回数,6,4578,4
CK,調教師本年累計成績情報,1,中山芝着回数,1,4582,4
CK,調教師本年累計成績情報,1,中山芝着回数,2,4586,4
CK,調教師本年累計成績情報,1,中山芝着回数,3,4590,4
CK,調教師本年累計成績情報,1,中山芝着回数,4,4594,4
CK,調教師本年累計成績情報,1,中山芝着回数,5,4598,4
CK,調教師本年累計成績情報,1,中山芝着回数,6,4602,4
CK,調教師本年累計成績情報,1,中京芝着回数,1,4606,4
CK,調教師本年累計成績情報,1,中京芝着回数,2,4610,4
CK,調教師本年累計成績情報,1,中京芝着回数,3,4614,4
CK,調教師本年累計成績情報,1,中京芝着回数,4,4618,4
CK,調教師本年累計成績情報,1,中京芝着回数,5,4622,4
CK,調教師本年累計成績情報,1,中京芝着回数,6,4626,4
CK,調教師本年累計成績情報,1,京都芝着回数,1,4630,4
CK,調教師本年累計成績情報,1,京都芝着回数,2,4634,4
CK,調教師本年累計成績情報,1,京都芝着回数,3,4638,4
CK,調教師本年累計成績情報,1,京都芝着回数,4,4642,4
CK,調教師本年累計成績情報,1,京都芝着回数,5,4646,4
CK,調教師本年累計成績情報,1,京都芝着回数,6,4650,4
CK,調教師本年累計成績情報,1,阪神芝着回数,1,4654,4
CK,調教師本年累計成績情報,1,阪神芝着回数,2,4658,4
CK,調教師本年累計成績情報,1,阪神芝着回数,3,4662,4
CK,調教師本年累計成績情報,1,阪神芝着回数,4,4666,4
CK,調教師本年累計成績情報,1,阪神芝着回数,5,4670,4
CK,調教師本年累計成績情報,1,阪神芝着回数,6,4674,4
CK,調教師本年累計成績情報,1,小倉芝着回数,1,4678,4
CK,調教師本年累計成績情報,1,小倉芝着回数,2,4682,4
CK,調教師本年累計成績情報,1,小倉芝着回数,3,4686,4
CK,調教師本年累計成績情報,1,小倉芝着回数,4,4690,4
CK,調教師本年累計成績情報,1,小倉芝着回数,5,4694,4
CK,調教師本年累計成績情報,1,小倉芝着回数,6,4698,4
CK,調教師本年累計成績情報,1,札幌ダ着回数,1,4702,4
CK,調教師本年累計成績情報,1,札幌ダ着回数,2,4706,4
CK,調教師本年累計成績情報,1,札幌ダ着回数,3,4710,4
CK,調教師本年累計成績情報,1,札幌ダ着回数,4,4714,4
CK,調教師本年累計成績情報,1,札幌ダ着回数,5,4718,4
CK,調教師本年累計成績情報,1,札幌ダ着回数,6,4722,4
CK,調教師本年累計成績情報,1,函館ダ着回数,1,4726,4
CK,調教師本年累計成績情報,1,函館ダ着回数,2,4730,4
CK,調教師本年累計成績情報,1,函館ダ着回数,3,4734,4
CK,調教師本年累計成績情報,1,函館ダ着回数,4,4738,4
CK,調教師本年累計成績情報,1,函館ダ着回数,5,4742,4
CK,調教師本年累計成績情報,1,函館ダ着回数,6,4746,4
CK,調教師本年累計成績情報,1,福島ダ着回数,1,4750,4
CK,調教師本年累計成績情報,1,福島ダ着回数,2,4754,4
CK,調教師本年累計成績情報,1,福島ダ着回数,3,4758,4
CK,調教師本年累計成績情報,1,福島ダ着回数,4,4762,4
CK,調教師本年累計成績情報,1,福島ダ着回数,5,4766,4
CK,調教師本年累計成績情報,1,福島ダ着回数,6,4770,4
CK,調教師本年累計成績情報,1,新潟ダ着回数,1,4774,4
CK,調教師本年累計成績情報,1,新潟ダ着回数,2,4778,4
CK,調教師本年累計成績情報,1,新潟ダ着回数,3,4782,4
CK,調教師本年累計成績情報,1,新潟ダ着回数,4,4786,4
CK,調教師本年累計成績情報,1,新潟ダ着回数,5,4790,4
CK,調教師本年累計成績情報,1,新潟ダ着回数,6,4794,4
CK,調教師本年累計成績情報,1,東京ダ着回数,1,4798,4
CK,調教師本年累計成績情報,1,東京ダ着回数,2,4802,4
CK,調教師本年累計成績情報,1,東京ダ着回数,3,4806,4
CK,調教師本年累計成績情報,1,東京ダ着回数,4,4810,4
CK,調教師本年累計成績情報,1,東京ダ着回数,5,4814,4
CK,調教師本年累計成績情報,1,東京ダ着回数,6,4818,4
CK,調教師本年累計成績情報,1,中山ダ着回数,1,4822,4
CK,調教師本年累計成績情報,1,中山ダ着回数,2,4826,4
CK,調教師本年累計成績情報,1,中山ダ着回数,3,4830,4
CK,調教師本年累計成績情報,1,中山ダ着回数,4,4834,4
CK,調教師本年累計成績情報,1,中山ダ着回数,5,4838,4
CK,調教師本年累計成績情報,1,中山ダ着回数,6,4842,4
CK,調教師本年累計成績情報,1,中京ダ着回数,1,4846,4
CK,調教師本年累計成績情報,1,中京ダ着回数,2,4850,4
CK,調教師本年累計成績情報,1,中京ダ着回数,3,4854,4
CK,調教師本年累計成績情報,1,中京ダ着回数,4,4858,4
CK,調教師本年累計成績情報,1,中京ダ着回数,5,4862,4
CK,調教師本年累計成績情報,1,中京ダ着回数,6,4866,4
CK,調教師本年累計成績情報,1,京都ダ着回数,1,4870,4
CK,調教師本年累計成績情報,1,京都ダ着回数,2,4874,4
CK,調教師本年累計成績情報,1,京都ダ着回数,3,4878,4
CK,調教師本年累計成績情報,1,京都ダ着回数,4,4882,4
CK,調教師本年累計成績情報,1,京都ダ着回数,5,4886,4
CK,調教師本年累計成績情報,1,京都ダ着回数,6,4890,4
CK,調教師本年累計成績情報,1,阪神ダ着回数,1,4894,4
CK,調教師本年累計成績情報,1,阪神ダ着回数,2,4898,4
CK,調教師本年累計成績情報,1,阪神ダ着回数,3,4902,4
CK,調教師本年累計成績情報,1,阪神ダ着回数,4,4906,4
CK,調教師本年累計成績情報,1,阪神ダ着回数,5,4910,4
CK,調教師本年累計成績情報,1,阪神ダ着回数,6,4914,4
CK,調教師本年累計成績情報,1,小倉ダ着回数,1,4918,4
CK,調教師本年累計成績情報,1,小倉ダ着回数,2,4922,4
CK,調教師本年累計成績情報,1,小倉ダ着回数,3,4926,4
CK,調教師本年累計成績情報,1,小倉ダ着回数,4,4930,4
CK,調教師本年累計成績情報,1,小倉ダ着回数,5,4934,4
CK,調教師本年累計成績情報,1,小倉ダ着回数,6,4938,4
CK,調教師本年累計成績情報,1,札幌障着回数,1,4942,3
CK,調教師本年累計成績情報,1,札幌障着回数,2,4945,3
CK,調教師本年累計成績情報,1,札幌障着回数,3,4948,3
CK,調教師本年累計成績情報,1,札幌障着回数,4,4951,3
CK,調教師本年累計成績情報,1,札幌障着回数,5,4954,3
CK,調教師本年累計成績情報,1,札幌障着回数,6,4957,3
CK,調教師本年累計成績情報,1,函館障着回数,1,4960,3
CK,調教師本年累計成績情報,1,函館障着回数,2,4963,3
CK,調教師本年累計成績情報,1,函館障着回数,3,4966,3
CK,調教師本年累計成績情報,1,函館障着回数,4,4969,3
CK,調教師本年累計成績情報,1,函館障着回数,5,4972,3
